Name,Age,Nationality,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions,Preferred Positions Type
Tamayo,22,Spain,61.0,66.0,33.0,70.0,79.0,61.0,53.0,45.0,53.0,58.0,64.0,44.0,9.0,16.0,10.0,6.0,10.0,60.0,15.0,62.0,40.0,61.0,19.0,70.0,56.0,54.0,53.0,64.0,22.0,65.0,43.0,18.0,52.0,58.0,47.0,ST ,Forward
A. Fisher,27,England,61.0,80.0,33.0,72.0,61.0,61.0,59.0,36.0,42.0,59.0,62.0,42.0,10.0,10.0,12.0,13.0,11.0,61.0,16.0,72.0,35.0,50.0,19.0,62.0,60.0,44.0,49.0,54.0,16.0,77.0,71.0,21.0,74.0,43.0,45.0,ST ,Forward
G. Martin,26,England,61.0,64.0,54.0,54.0,57.0,57.0,45.0,34.0,30.0,57.0,60.0,32.0,12.0,8.0,7.0,15.0,7.0,64.0,24.0,61.0,42.0,57.0,22.0,57.0,59.0,60.0,59.0,67.0,20.0,56.0,45.0,24.0,59.0,68.0,46.0,ST ,Forward
Luan,21,Brazil,61.0,60.0,62.0,45.0,59.0,44.0,48.0,26.0,27.0,27.0,19.0,25.0,9.0,6.0,10.0,9.0,10.0,60.0,57.0,68.0,41.0,23.0,63.0,31.0,30.0,45.0,56.0,36.0,62.0,52.0,70.0,64.0,66.0,23.0,24.0,CB ,Back
N. Vemmelund,24,Denmark,61.0,47.0,51.0,37.0,42.0,48.0,54.0,61.0,37.0,31.0,31.0,36.0,15.0,9.0,12.0,15.0,9.0,64.0,57.0,65.0,59.0,46.0,63.0,51.0,26.0,55.0,63.0,41.0,59.0,56.0,66.0,58.0,76.0,34.0,26.0,RB CB ,Back
Quinti,20,Spain,61.0,62.0,55.0,58.0,62.0,54.0,51.0,56.0,45.0,43.0,30.0,36.0,14.0,9.0,7.0,7.0,14.0,56.0,65.0,63.0,68.0,32.0,61.0,48.0,49.0,56.0,63.0,33.0,59.0,64.0,60.0,62.0,56.0,53.0,33.0,CDM CB LB ,Back
S. Nabi,20,England,61.0,62.0,49.0,57.0,65.0,69.0,66.0,56.0,60.0,66.0,50.0,57.0,14.0,7.0,14.0,7.0,10.0,51.0,27.0,52.0,65.0,48.0,42.0,59.0,56.0,64.0,63.0,69.0,56.0,61.0,53.0,48.0,34.0,60.0,58.0,CM ,Midfielder
C. Pelagatti,28,Italy,61.0,62.0,64.0,62.0,63.0,61.0,54.0,57.0,36.0,48.0,31.0,28.0,7.0,9.0,12.0,11.0,6.0,59.0,55.0,61.0,52.0,38.0,63.0,36.0,39.0,48.0,53.0,37.0,62.0,73.0,62.0,59.0,70.0,41.0,39.0,RB CB ,Back
L. Chávez,21,Mexico,61.0,69.0,28.0,66.0,67.0,67.0,65.0,62.0,46.0,65.0,59.0,41.0,7.0,10.0,14.0,9.0,12.0,48.0,55.0,35.0,66.0,45.0,62.0,50.0,53.0,66.0,68.0,62.0,60.0,75.0,48.0,60.0,57.0,48.0,48.0,LM CM ,Midfielder
E. Verstappen,23,Netherlands,61.0,34.0,35.0,28.0,27.0,22.0,27.0,16.0,17.0,15.0,12.0,10.0,61.0,58.0,61.0,59.0,61.0,17.0,22.0,62.0,25.0,15.0,18.0,20.0,16.0,59.0,24.0,17.0,19.0,41.0,35.0,16.0,69.0,38.0,19.0,GK ,GoalKeeper
F. Barceló,24,Uruguay,61.0,72.0,27.0,73.0,74.0,60.0,52.0,39.0,41.0,56.0,64.0,38.0,12.0,5.0,7.0,12.0,14.0,64.0,19.0,80.0,35.0,53.0,15.0,59.0,56.0,50.0,47.0,62.0,22.0,74.0,47.0,21.0,57.0,45.0,50.0,ST ,Forward
D. Konate,23,Ivory Coast,61.0,64.0,68.0,58.0,58.0,49.0,57.0,25.0,24.0,43.0,15.0,22.0,7.0,8.0,14.0,8.0,7.0,55.0,59.0,66.0,42.0,24.0,59.0,33.0,23.0,59.0,48.0,35.0,60.0,66.0,56.0,58.0,70.0,22.0,20.0,CB ,Back
Roberto Núñez,21,Spain,61.0,63.0,36.0,75.0,73.0,65.0,53.0,31.0,42.0,50.0,68.0,44.0,10.0,8.0,12.0,6.0,6.0,59.0,21.0,68.0,38.0,65.0,19.0,56.0,55.0,58.0,57.0,66.0,29.0,59.0,54.0,26.0,48.0,61.0,55.0,ST ,Forward
P. Fito,21,France,61.0,55.0,67.0,69.0,75.0,56.0,60.0,63.0,62.0,51.0,38.0,40.0,6.0,10.0,12.0,14.0,12.0,58.0,63.0,68.0,59.0,41.0,63.0,45.0,39.0,56.0,65.0,52.0,61.0,63.0,52.0,63.0,60.0,50.0,33.0,CDM ,Midfielder
S. Chacón,25,Argentina,61.0,62.0,32.0,58.0,75.0,58.0,49.0,67.0,50.0,60.0,59.0,44.0,6.0,13.0,13.0,9.0,13.0,48.0,22.0,49.0,58.0,40.0,34.0,67.0,57.0,62.0,65.0,63.0,27.0,57.0,49.0,34.0,47.0,55.0,45.0,RM ,Midfielder
Y. Bonnin,26,Argentina,61.0,45.0,18.0,38.0,52.0,14.0,26.0,20.0,11.0,13.0,18.0,16.0,61.0,61.0,56.0,56.0,62.0,16.0,22.0,55.0,25.0,11.0,17.0,20.0,19.0,59.0,28.0,22.0,16.0,42.0,44.0,20.0,65.0,31.0,20.0,GK ,GoalKeeper
M. Koné,20,Senegal,61.0,86.0,45.0,73.0,64.0,61.0,59.0,28.0,36.0,56.0,64.0,29.0,9.0,12.0,5.0,12.0,7.0,56.0,14.0,68.0,30.0,46.0,19.0,70.0,62.0,67.0,47.0,52.0,16.0,76.0,57.0,14.0,41.0,45.0,42.0,LW ST ,Forward
D. Nothnagel,22,Germany,61.0,68.0,58.0,65.0,59.0,58.0,43.0,64.0,53.0,59.0,30.0,35.0,10.0,8.0,8.0,11.0,10.0,42.0,54.0,71.0,51.0,45.0,59.0,35.0,42.0,56.0,59.0,72.0,61.0,70.0,69.0,62.0,62.0,44.0,44.0,RB LB ,Back
J. Ngoy,19,Belgium,61.0,77.0,33.0,52.0,66.0,60.0,53.0,48.0,41.0,58.0,57.0,43.0,14.0,5.0,12.0,11.0,10.0,66.0,17.0,61.0,41.0,55.0,16.0,66.0,59.0,55.0,51.0,56.0,22.0,78.0,62.0,18.0,73.0,54.0,44.0,ST ,Forward
K. Baran,27,Poland,61.0,20.0,23.0,25.0,25.0,20.0,21.0,20.0,17.0,20.0,14.0,19.0,63.0,60.0,55.0,61.0,62.0,15.0,11.0,50.0,22.0,13.0,17.0,22.0,7.0,52.0,24.0,23.0,14.0,12.0,21.0,15.0,63.0,32.0,16.0,GK ,GoalKeeper
J. Calistri,23,United States,61.0,64.0,51.0,61.0,66.0,52.0,59.0,33.0,32.0,56.0,59.0,30.0,13.0,10.0,13.0,8.0,8.0,59.0,29.0,61.0,52.0,57.0,12.0,61.0,61.0,59.0,57.0,68.0,19.0,73.0,68.0,17.0,52.0,55.0,58.0,RW ST ,Forward
T. Aupic,32,France,61.0,29.0,27.0,38.0,41.0,17.0,33.0,14.0,12.0,10.0,5.0,11.0,64.0,57.0,56.0,59.0,65.0,11.0,13.0,60.0,15.0,8.0,9.0,15.0,6.0,49.0,21.0,22.0,10.0,15.0,19.0,13.0,35.0,32.0,8.0,GK ,GoalKeeper
M. Storey,23,England,61.0,77.0,48.0,81.0,68.0,61.0,47.0,47.0,53.0,60.0,63.0,48.0,12.0,8.0,10.0,13.0,7.0,54.0,26.0,67.0,37.0,50.0,22.0,51.0,60.0,54.0,46.0,57.0,28.0,78.0,68.0,35.0,69.0,45.0,56.0,ST ,Forward
L. Dürholtz,23,Germany,61.0,75.0,39.0,83.0,79.0,68.0,63.0,55.0,56.0,68.0,44.0,50.0,6.0,7.0,11.0,16.0,8.0,32.0,52.0,57.0,53.0,37.0,33.0,46.0,51.0,60.0,61.0,43.0,46.0,65.0,60.0,42.0,28.0,60.0,48.0,CAM ,Midfielder
A. Alégué,20,Cameroon,61.0,69.0,43.0,63.0,76.0,67.0,54.0,59.0,49.0,69.0,56.0,41.0,14.0,12.0,15.0,10.0,12.0,51.0,23.0,48.0,49.0,55.0,21.0,59.0,56.0,49.0,59.0,62.0,28.0,68.0,48.0,29.0,43.0,53.0,54.0,LM RM ,Midfielder
D. Mihajlovic,25,Switzerland,61.0,70.0,61.0,61.0,62.0,63.0,54.0,61.0,29.0,57.0,50.0,35.0,6.0,10.0,12.0,8.0,13.0,44.0,49.0,57.0,47.0,52.0,54.0,28.0,62.0,58.0,54.0,52.0,61.0,73.0,72.0,55.0,66.0,54.0,44.0,RB RM LM ,Midfielder
Vinícius,22,Brazil,61.0,61.0,50.0,49.0,51.0,33.0,45.0,28.0,26.0,42.0,25.0,31.0,12.0,7.0,10.0,11.0,9.0,55.0,59.0,73.0,60.0,23.0,53.0,40.0,30.0,55.0,62.0,47.0,65.0,61.0,62.0,64.0,80.0,36.0,26.0,CB ,Back
T. Arano,24,Japan,61.0,64.0,37.0,64.0,59.0,63.0,57.0,59.0,56.0,52.0,64.0,55.0,10.0,13.0,7.0,8.0,10.0,27.0,31.0,50.0,59.0,67.0,59.0,47.0,45.0,55.0,67.0,58.0,44.0,69.0,58.0,52.0,51.0,59.0,49.0,CAM ,Midfielder
M. González,23,Argentina,61.0,61.0,79.0,60.0,61.0,61.0,56.0,52.0,52.0,56.0,43.0,47.0,12.0,6.0,10.0,6.0,7.0,58.0,65.0,74.0,56.0,55.0,59.0,51.0,58.0,64.0,58.0,57.0,57.0,64.0,74.0,68.0,72.0,55.0,46.0,RM CDM CM ,Midfielder
J. Dacosta,21,France,61.0,71.0,62.0,53.0,65.0,54.0,51.0,61.0,32.0,59.0,31.0,39.0,6.0,11.0,5.0,12.0,9.0,49.0,55.0,65.0,46.0,32.0,56.0,47.0,53.0,56.0,49.0,26.0,61.0,74.0,67.0,67.0,72.0,52.0,31.0,RB ,Back
A. Diawusie,19,Germany,61.0,87.0,58.0,74.0,72.0,57.0,44.0,31.0,39.0,60.0,59.0,30.0,11.0,10.0,8.0,7.0,7.0,56.0,22.0,74.0,28.0,56.0,14.0,49.0,57.0,64.0,55.0,59.0,13.0,81.0,63.0,18.0,57.0,42.0,53.0,RW LW ST ,Forward
D. Kearns,25,Republic of Ireland,61.0,78.0,36.0,85.0,67.0,57.0,52.0,57.0,50.0,59.0,53.0,55.0,15.0,6.0,14.0,6.0,13.0,45.0,27.0,53.0,53.0,51.0,17.0,59.0,51.0,51.0,62.0,55.0,15.0,77.0,74.0,15.0,57.0,53.0,51.0,LM RM ,Midfielder
S. Grether,25,Switzerland,61.0,69.0,62.0,59.0,59.0,60.0,59.0,55.0,44.0,52.0,43.0,55.0,8.0,6.0,9.0,6.0,14.0,60.0,57.0,62.0,59.0,53.0,58.0,57.0,61.0,58.0,60.0,60.0,58.0,61.0,70.0,59.0,59.0,59.0,43.0,RM CM RB ,Back
G. Williams,24,England,61.0,75.0,51.0,73.0,69.0,57.0,48.0,53.0,28.0,59.0,25.0,34.0,6.0,7.0,11.0,6.0,8.0,52.0,48.0,87.0,61.0,29.0,21.0,29.0,29.0,20.0,61.0,24.0,63.0,70.0,69.0,64.0,68.0,44.0,22.0,LB CB RB ,Back
C. Torres,21,Mexico,61.0,59.0,54.0,50.0,65.0,54.0,42.0,53.0,31.0,54.0,36.0,35.0,14.0,16.0,14.0,13.0,10.0,62.0,47.0,69.0,60.0,38.0,62.0,41.0,26.0,47.0,57.0,60.0,70.0,54.0,65.0,66.0,65.0,32.0,30.0,CB ,Back
R. Dickie,21,England,61.0,62.0,58.0,57.0,51.0,47.0,54.0,45.0,27.0,44.0,31.0,33.0,12.0,7.0,11.0,7.0,7.0,60.0,53.0,71.0,46.0,28.0,62.0,49.0,28.0,52.0,51.0,50.0,64.0,66.0,70.0,62.0,71.0,31.0,26.0,RB CB ,Back
G. Marigard,29,Guyana,61.0,60.0,48.0,55.0,73.0,58.0,51.0,55.0,40.0,55.0,30.0,31.0,11.0,5.0,6.0,9.0,6.0,52.0,56.0,63.0,42.0,30.0,60.0,40.0,41.0,51.0,58.0,45.0,68.0,53.0,67.0,68.0,47.0,37.0,29.0,RB ,Back
F. Berra,22,Italy,61.0,55.0,50.0,47.0,64.0,57.0,60.0,59.0,47.0,56.0,22.0,26.0,12.0,11.0,9.0,10.0,8.0,50.0,58.0,70.0,49.0,17.0,58.0,35.0,36.0,58.0,50.0,23.0,63.0,64.0,68.0,64.0,58.0,33.0,22.0,RB ,Back
K. Magaña,19,Mexico,61.0,74.0,32.0,66.0,76.0,61.0,52.0,62.0,47.0,67.0,65.0,46.0,8.0,9.0,7.0,10.0,8.0,44.0,21.0,47.0,60.0,43.0,26.0,63.0,50.0,58.0,62.0,72.0,35.0,72.0,69.0,30.0,42.0,46.0,51.0,LW ,Forward
A. Ingegneri,25,Italy,61.0,55.0,56.0,56.0,68.0,35.0,55.0,22.0,28.0,30.0,19.0,25.0,10.0,13.0,10.0,7.0,8.0,59.0,59.0,68.0,23.0,18.0,63.0,38.0,26.0,57.0,45.0,39.0,66.0,55.0,59.0,68.0,56.0,26.0,31.0,LB CB ,Back
M. Pantovi?,20,Serbia,61.0,67.0,32.0,65.0,51.0,69.0,49.0,57.0,49.0,68.0,61.0,41.0,8.0,15.0,13.0,13.0,14.0,53.0,21.0,59.0,46.0,44.0,22.0,50.0,58.0,51.0,55.0,62.0,31.0,62.0,61.0,34.0,54.0,55.0,56.0,CF RW LW ,Forward
Z. Tsiskaridze,30,United States,61.0,56.0,76.0,55.0,57.0,54.0,55.0,60.0,36.0,47.0,27.0,34.0,12.0,13.0,12.0,10.0,9.0,53.0,64.0,64.0,57.0,42.0,57.0,43.0,38.0,56.0,50.0,65.0,61.0,62.0,74.0,54.0,76.0,43.0,31.0,LB CB ,Back
T. Beadling,21,Australia,61.0,54.0,55.0,49.0,55.0,45.0,52.0,34.0,38.0,43.0,29.0,34.0,11.0,13.0,6.0,12.0,7.0,64.0,60.0,63.0,38.0,22.0,62.0,53.0,27.0,49.0,55.0,48.0,59.0,53.0,56.0,62.0,68.0,38.0,34.0,CB ,Back
M. Abu Shararah,26,Saudi Arabia,61.0,75.0,60.0,66.0,67.0,51.0,55.0,40.0,38.0,58.0,62.0,35.0,14.0,11.0,11.0,13.0,14.0,54.0,12.0,73.0,44.0,57.0,11.0,66.0,58.0,51.0,57.0,64.0,16.0,73.0,58.0,18.0,72.0,48.0,50.0,ST ,Forward
A. Winkler,25,Germany,61.0,57.0,49.0,45.0,56.0,43.0,58.0,24.0,26.0,22.0,19.0,29.0,7.0,15.0,8.0,14.0,14.0,66.0,52.0,69.0,57.0,25.0,58.0,39.0,23.0,50.0,52.0,33.0,60.0,52.0,53.0,62.0,83.0,27.0,29.0,CB ,Back
J. Fierro,29,Bolivia,61.0,54.0,52.0,48.0,59.0,47.0,51.0,24.0,33.0,54.0,70.0,29.0,9.0,16.0,14.0,12.0,10.0,76.0,25.0,66.0,31.0,56.0,19.0,62.0,60.0,51.0,48.0,62.0,27.0,58.0,74.0,26.0,68.0,43.0,49.0,ST ,Forward
R. Hatsuse,19,Japan,61.0,69.0,51.0,56.0,70.0,56.0,42.0,55.0,31.0,46.0,28.0,34.0,9.0,11.0,13.0,11.0,8.0,56.0,59.0,65.0,29.0,30.0,59.0,33.0,47.0,57.0,53.0,31.0,64.0,69.0,59.0,62.0,54.0,36.0,30.0,RM RB LB ,Back
D. Lippert,21,Germany,61.0,67.0,56.0,73.0,81.0,62.0,43.0,62.0,49.0,54.0,25.0,26.0,8.0,10.0,14.0,15.0,5.0,42.0,59.0,76.0,36.0,42.0,58.0,28.0,37.0,54.0,55.0,33.0,58.0,65.0,62.0,64.0,35.0,36.0,23.0,LB ,Back
L. Diaz,20,Colombia,61.0,65.0,41.0,70.0,66.0,62.0,57.0,46.0,55.0,66.0,41.0,41.0,10.0,13.0,13.0,14.0,14.0,36.0,21.0,58.0,55.0,35.0,33.0,42.0,54.0,54.0,67.0,52.0,33.0,69.0,45.0,33.0,52.0,63.0,38.0,CAM ,Midfielder
M. Al Saiari,24,Saudi Arabia,61.0,70.0,60.0,63.0,61.0,56.0,55.0,44.0,36.0,59.0,60.0,39.0,7.0,7.0,10.0,10.0,7.0,67.0,36.0,78.0,57.0,40.0,36.0,40.0,61.0,56.0,62.0,54.0,35.0,67.0,69.0,28.0,72.0,44.0,44.0,ST ,Forward
S. Richey,25,United States,61.0,57.0,34.0,36.0,47.0,19.0,41.0,15.0,24.0,15.0,18.0,16.0,62.0,57.0,61.0,59.0,62.0,13.0,18.0,61.0,28.0,27.0,18.0,31.0,11.0,60.0,25.0,34.0,14.0,56.0,41.0,19.0,61.0,50.0,14.0,GK ,GoalKeeper
D. Oldaker,18,England,61.0,70.0,44.0,66.0,64.0,64.0,48.0,50.0,72.0,66.0,34.0,66.0,9.0,8.0,9.0,9.0,10.0,43.0,30.0,66.0,70.0,57.0,33.0,38.0,49.0,59.0,66.0,64.0,32.0,71.0,71.0,31.0,62.0,66.0,43.0,CM ,Midfielder
Carlos Daniel,22,Portugal,61.0,54.0,33.0,61.0,69.0,59.0,55.0,41.0,42.0,53.0,61.0,36.0,16.0,15.0,13.0,13.0,12.0,60.0,20.0,63.0,45.0,54.0,23.0,63.0,62.0,61.0,54.0,64.0,17.0,64.0,52.0,16.0,59.0,55.0,54.0,ST ,Forward
D. Stojanovi?,23,FYR Macedonia,61.0,34.0,24.0,34.0,35.0,20.0,29.0,16.0,17.0,17.0,12.0,15.0,65.0,57.0,58.0,56.0,68.0,17.0,18.0,50.0,18.0,14.0,17.0,21.0,10.0,52.0,30.0,24.0,11.0,42.0,34.0,19.0,60.0,27.0,19.0,GK ,GoalKeeper
K. Byrne,27,Republic of Ireland,61.0,68.0,52.0,79.0,62.0,58.0,60.0,57.0,56.0,57.0,59.0,54.0,11.0,13.0,12.0,15.0,12.0,56.0,40.0,54.0,49.0,57.0,45.0,63.0,57.0,57.0,59.0,64.0,36.0,69.0,65.0,42.0,71.0,58.0,69.0,CAM LW ST ,Forward
M. Willock,20,England,61.0,68.0,57.0,57.0,77.0,66.0,49.0,46.0,46.0,64.0,47.0,34.0,11.0,9.0,13.0,11.0,15.0,35.0,44.0,58.0,62.0,55.0,43.0,52.0,58.0,44.0,68.0,58.0,45.0,69.0,61.0,46.0,63.0,63.0,46.0,CAM CM ,Midfielder
S. Coulibaly,21,France,61.0,53.0,47.0,52.0,66.0,42.0,55.0,29.0,31.0,45.0,35.0,30.0,12.0,10.0,6.0,7.0,15.0,52.0,52.0,72.0,40.0,30.0,59.0,41.0,50.0,58.0,50.0,44.0,69.0,53.0,68.0,65.0,79.0,45.0,29.0,CB ,Back
M. Ortíz,22,Argentina,61.0,68.0,44.0,65.0,80.0,64.0,63.0,60.0,55.0,64.0,50.0,51.0,7.0,10.0,8.0,14.0,8.0,48.0,29.0,55.0,70.0,50.0,41.0,60.0,50.0,55.0,70.0,64.0,42.0,70.0,50.0,51.0,40.0,62.0,50.0,CF RW ,Forward
G. Sbrissa,20,Italy,61.0,55.0,56.0,58.0,58.0,64.0,60.0,57.0,46.0,65.0,48.0,42.0,12.0,15.0,11.0,13.0,7.0,52.0,54.0,59.0,65.0,50.0,55.0,43.0,52.0,56.0,66.0,56.0,53.0,63.0,69.0,59.0,62.0,48.0,45.0,CAM CM ,Midfielder
D. Johnson,21,United States,61.0,78.0,57.0,76.0,72.0,60.0,66.0,55.0,59.0,68.0,52.0,55.0,6.0,9.0,13.0,12.0,10.0,38.0,35.0,53.0,52.0,49.0,36.0,55.0,59.0,61.0,54.0,55.0,31.0,65.0,55.0,29.0,41.0,52.0,41.0,RM LM ,Midfielder
J. Barmby,22,England,61.0,63.0,37.0,63.0,69.0,66.0,50.0,56.0,53.0,64.0,61.0,55.0,7.0,13.0,15.0,10.0,15.0,35.0,22.0,39.0,41.0,60.0,27.0,55.0,58.0,59.0,59.0,62.0,25.0,62.0,36.0,26.0,58.0,55.0,43.0,LWB CAM ,Midfielder
A. Peralta,28,Argentina,61.0,66.0,55.0,68.0,70.0,63.0,49.0,57.0,45.0,63.0,48.0,32.0,15.0,10.0,8.0,14.0,14.0,46.0,52.0,68.0,55.0,50.0,55.0,50.0,57.0,66.0,59.0,51.0,59.0,69.0,69.0,56.0,64.0,42.0,30.0,RM ,Midfielder
T. Morishima,20,Japan,61.0,67.0,41.0,73.0,85.0,65.0,60.0,38.0,48.0,65.0,42.0,40.0,13.0,15.0,6.0,15.0,6.0,38.0,20.0,55.0,62.0,40.0,29.0,49.0,48.0,49.0,67.0,51.0,26.0,75.0,55.0,31.0,36.0,64.0,39.0,LW CF CAM ,Midfielder
J. Thompson,28,England,61.0,80.0,56.0,93.0,82.0,60.0,46.0,60.0,55.0,58.0,50.0,38.0,8.0,9.0,6.0,9.0,8.0,27.0,23.0,71.0,49.0,34.0,14.0,45.0,58.0,51.0,57.0,52.0,20.0,81.0,70.0,28.0,59.0,50.0,37.0,ST LM RM ,Midfielder
U. Gündo?an,27,Turkey,61.0,68.0,59.0,79.0,87.0,67.0,63.0,60.0,58.0,66.0,43.0,54.0,14.0,6.0,13.0,12.0,10.0,33.0,41.0,62.0,61.0,52.0,35.0,52.0,59.0,66.0,64.0,50.0,36.0,69.0,52.0,43.0,45.0,64.0,43.0,CM ,Midfielder
S. Batan,32,Sweden,61.0,65.0,62.0,67.0,74.0,62.0,57.0,62.0,63.0,60.0,41.0,52.0,8.0,11.0,7.0,9.0,16.0,43.0,57.0,71.0,60.0,44.0,53.0,52.0,44.0,53.0,61.0,59.0,55.0,71.0,81.0,62.0,67.0,51.0,47.0,LB ,Back
M. Lovera,18,Argentina,61.0,81.0,60.0,74.0,81.0,60.0,47.0,48.0,51.0,61.0,61.0,60.0,7.0,11.0,13.0,11.0,10.0,52.0,19.0,69.0,45.0,60.0,22.0,61.0,58.0,57.0,56.0,56.0,28.0,76.0,61.0,25.0,58.0,54.0,45.0,ST RM ,Midfielder
L. Kinsella,21,Republic of Ireland,61.0,77.0,60.0,77.0,78.0,57.0,52.0,47.0,48.0,55.0,42.0,45.0,16.0,11.0,15.0,8.0,10.0,43.0,58.0,60.0,54.0,43.0,56.0,52.0,49.0,58.0,61.0,53.0,59.0,75.0,74.0,62.0,60.0,57.0,43.0,CM RB ,Back
Diogo Almeida,19,Portugal,61.0,69.0,57.0,78.0,79.0,62.0,54.0,40.0,55.0,58.0,27.0,26.0,10.0,10.0,10.0,12.0,11.0,42.0,66.0,70.0,43.0,21.0,58.0,31.0,49.0,69.0,54.0,64.0,61.0,64.0,59.0,65.0,51.0,34.0,27.0,RB ,Back
J. Correia,23,France,61.0,62.0,58.0,60.0,78.0,60.0,56.0,66.0,43.0,59.0,32.0,50.0,14.0,16.0,6.0,9.0,8.0,50.0,59.0,61.0,49.0,34.0,63.0,49.0,51.0,59.0,60.0,33.0,60.0,58.0,55.0,64.0,40.0,40.0,36.0,LB RB ,Back
J. Respen,18,Netherlands,61.0,70.0,36.0,69.0,56.0,58.0,58.0,39.0,49.0,61.0,61.0,42.0,12.0,6.0,6.0,13.0,8.0,58.0,15.0,54.0,42.0,55.0,17.0,50.0,58.0,50.0,55.0,65.0,17.0,63.0,48.0,16.0,66.0,51.0,60.0,LW ST ,Forward
J. Grimes,26,England,61.0,65.0,57.0,58.0,59.0,36.0,52.0,30.0,23.0,26.0,22.0,19.0,6.0,7.0,15.0,15.0,12.0,60.0,58.0,62.0,51.0,23.0,59.0,36.0,24.0,60.0,57.0,44.0,58.0,57.0,66.0,62.0,73.0,30.0,29.0,CB ,Back
Cho Min Woo,25,Korea Republic,61.0,70.0,58.0,59.0,57.0,38.0,45.0,24.0,25.0,30.0,23.0,27.0,8.0,14.0,10.0,6.0,14.0,62.0,62.0,69.0,27.0,25.0,61.0,38.0,24.0,60.0,39.0,38.0,55.0,69.0,71.0,62.0,72.0,26.0,25.0,RB CB ,Back
A. Gordyushenko,20,Russia,61.0,58.0,62.0,63.0,73.0,60.0,54.0,43.0,64.0,52.0,61.0,63.0,14.0,12.0,11.0,7.0,15.0,61.0,53.0,63.0,58.0,63.0,47.0,53.0,59.0,64.0,65.0,66.0,55.0,60.0,70.0,59.0,57.0,57.0,56.0,CAM CDM CM ,Midfielder
M. Al Bishi,29,Saudi Arabia,61.0,75.0,64.0,66.0,68.0,58.0,49.0,37.0,44.0,60.0,62.0,38.0,9.0,12.0,12.0,10.0,13.0,54.0,19.0,68.0,39.0,58.0,20.0,59.0,63.0,58.0,48.0,57.0,25.0,80.0,63.0,24.0,66.0,48.0,48.0,ST ,Forward
A. Shuhail,32,Saudi Arabia,61.0,72.0,60.0,83.0,84.0,52.0,54.0,65.0,57.0,52.0,28.0,52.0,13.0,15.0,16.0,16.0,15.0,40.0,61.0,80.0,60.0,29.0,55.0,50.0,63.0,60.0,61.0,56.0,56.0,78.0,62.0,61.0,36.0,60.0,37.0,RB LB ,Back
J. Murphy,35,Republic of Ireland,61.0,34.0,31.0,38.0,44.0,33.0,41.0,11.0,18.0,11.0,14.0,11.0,59.0,62.0,65.0,58.0,60.0,13.0,15.0,51.0,35.0,18.0,15.0,16.0,7.0,59.0,33.0,30.0,14.0,39.0,32.0,18.0,55.0,46.0,13.0,GK ,GoalKeeper
S. Rajalakso,28,Sweden,61.0,71.0,73.0,57.0,66.0,62.0,54.0,58.0,63.0,62.0,55.0,65.0,8.0,6.0,10.0,13.0,13.0,54.0,40.0,58.0,54.0,67.0,36.0,54.0,57.0,56.0,56.0,77.0,31.0,78.0,83.0,34.0,75.0,56.0,61.0,LW ,Forward
K. Brennan,33,Republic of Ireland,61.0,49.0,75.0,68.0,56.0,61.0,65.0,63.0,65.0,63.0,54.0,68.0,10.0,15.0,15.0,14.0,6.0,51.0,57.0,71.0,60.0,62.0,57.0,77.0,60.0,58.0,64.0,64.0,55.0,69.0,66.0,56.0,66.0,61.0,57.0,CAM CM CDM ,Midfielder
L. Gibson,20,England,61.0,72.0,60.0,65.0,61.0,52.0,47.0,61.0,42.0,64.0,36.0,43.0,11.0,8.0,6.0,12.0,6.0,57.0,60.0,65.0,32.0,30.0,55.0,48.0,50.0,61.0,35.0,43.0,63.0,70.0,67.0,62.0,60.0,44.0,37.0,LB ,Back
J. Ebobisse,20,United States,61.0,69.0,49.0,64.0,70.0,60.0,56.0,42.0,48.0,61.0,57.0,41.0,7.0,7.0,12.0,6.0,14.0,54.0,28.0,69.0,42.0,63.0,18.0,54.0,54.0,54.0,57.0,68.0,21.0,77.0,75.0,16.0,66.0,50.0,51.0,ST ,Forward
L. Jensen,20,Germany,61.0,68.0,37.0,73.0,77.0,60.0,56.0,58.0,49.0,54.0,58.0,41.0,10.0,6.0,11.0,8.0,11.0,40.0,27.0,66.0,55.0,55.0,34.0,40.0,57.0,56.0,64.0,66.0,21.0,65.0,67.0,23.0,47.0,62.0,60.0,CAM ,Midfielder
Seo Young Jae,22,Korea Republic,61.0,67.0,54.0,64.0,64.0,46.0,39.0,60.0,39.0,63.0,31.0,36.0,10.0,8.0,15.0,12.0,8.0,44.0,60.0,65.0,34.0,29.0,60.0,44.0,49.0,59.0,40.0,35.0,68.0,66.0,65.0,67.0,54.0,37.0,32.0,LM LB ,Back
